user_id,churn,age,credit_score,deposits,withdrawal,purchases_partners,purchases,cc_taken,cc_recommended,cc_disliked,cc_liked,cc_application_begin,app_downloaded,web_user,app_web_user,ios_user,android_user,registered_phones,payment_type,waiting_4_loan,cancelled_loan,received_loan,rejected_loan,zodiac_sign,rewards_earned,reward_rate,is_referred
51,False,49.0,481.0,10,0,14,10,0,63,0,0,12,True,False,False,True,False,0,Bi-Weekly,False,False,False,False,Libra,10.0,0.37,False
52,False,22.0,655.0,12,0,62,11,0,260,0,0,23,True,False,False,False,True,0,Semi-Monthly,False,False,False,False,Virgo,65.0,2.17,True
56,False,28.0,364.0,0,0,89,0,0,170,0,0,1,True,True,True,False,True,0,na,False,False,False,False,Capricorn,60.0,2.0,False
61,True,25.0,525.0,0,0,0,0,0,30,0,0,4,True,True,True,True,False,0,Weekly,False,False,False,False,Scorpio,22.0,0.73,False
62,False,31.0,569.0,0,0,0,0,0,238,0,0,27,True,True,True,False,True,0,Weekly,False,False,False,False,Cancer,75.0,2.5,False
63,False,65.0,542.5155998157956,1,0,22,1,0,40,0,0,1,True,True,True,True,False,0,na,False,False,False,False,Virgo,13.0,0.43,False
68,False,52.0,513.0,11,2,160,10,0,282,0,0,34,True,True,True,False,True,2,Bi-Weekly,False,False,False,False,Pisces,63.0,2.1,True
71,False,45.0,542.5155998157956,0,0,48,0,0,125,0,0,3,True,True,True,True,False,0,Bi-Weekly,False,False,False,False,Gemini,32.0,1.0699999999999998,False
73,True,41.0,473.0,52,2,92,50,0,238,0,0,23,True,True,True,False,True,2,Bi-Weekly,False,False,False,False,Taurus,65.0,2.17,True
78,False,44.0,555.0,2,1,61,1,0,243,0,0,12,True,False,False,True,False,0,Bi-Weekly,False,False,False,False,Sagittarius,51.0,1.7,True
82,False,38.0,649.0,16,0,84,16,0,196,0,0,11,True,False,False,False,True,0,Semi-Monthly,False,False,False,False,Pisces,41.0,1.37,False
86,True,28.0,528.0,0,0,0,0,0,25,0,0,5,True,True,True,True,False,0,Monthly,False,False,False,False,Cancer,12.0,0.4,True
88,False,21.0,526.0,0,0,0,0,0,10,0,0,0,True,False,False,False,True,0,Bi-Weekly,False,False,False,False,Libra,5.0,0.16999999999999998,True
91,True,29.0,542.5155998157956,0,0,0,0,0,150,0,0,2,True,False,False,False,True,0,Bi-Weekly,False,False,False,False,Virgo,40.0,1.33,False
93,True,28.0,596.0,0,0,4,0,0,71,0,0,3,True,True,True,True,True,2,Bi-Weekly,False,False,False,False,Cancer,22.0,0.73,False
95,False,35.0,620.0,29,3,34,28,0,95,0,0,12,True,True,True,False,True,0,Bi-Weekly,False,False,False,False,Gemini,26.0,0.87,True
96,False,28.0,454.0,7,0,30,7,0,68,0,0,4,True,False,False,True,False,0,Monthly,False,False,False,False,Aquarius,21.0,0.7,False
98,False,18.0,542.5155998157956,0,0,9,0,1,231,0,0,14,True,False,False,False,True,2,Bi-Weekly,False,False,False,False,Libra,61.0,2.03,True
100,True,25.0,542.5155998157956,3,2,25,3,0,21,0,0,2,True,True,True,True,False,0,Bi-Weekly,False,False,False,False,Virgo,6.0,0.2,True
103,True,29.0,542.5155998157956,0,0,9,0,0,14,0,0,0,True,True,True,False,True,0,Bi-Weekly,False,False,False,False,Scorpio,6.0,0.2,False
109,False,29.0,481.0,0,0,0,0,0,249,0,0,17,True,True,True,False,True,0,Bi-Weekly,False,False,False,False,Libra,67.0,2.23,False
111,True,51.0,538.0,0,0,0,0,0,2,0,0,1,True,False,False,False,True,0,Weekly,False,False,False,False,Libra,2.0,0.07,True
112,False,35.0,647.0,13,2,113,13,0,264,0,0,30,True,True,True,True,False,0,Weekly,False,False,False,False,Aries,68.0,2.27,True
113,False,28.0,506.0,0,0,34,0,0,194,0,0,7,True,False,False,False,True,0,Weekly,False,False,False,False,Gemini,52.0,1.73,True
115,False,26.0,490.0,2,2,74,2,0,248,0,0,28,True,True,True,False,True,0,Semi-Monthly,False,False,False,False,Leo,84.0,2.8,False
119,False,24.0,613.0,0,0,21,0,0,31,0,0,0,True,False,False,False,True,0,Monthly,False,False,False,False,Aquarius,9.0,0.41,False
120,False,31.0,530.0,0,0,149,0,0,308,0,0,4,True,False,False,False,True,0,Weekly,False,False,False,False,Aquarius,60.0,2.0,False
127,False,22.0,542.5155998157956,0,0,0,0,0,0,0,0,0,True,False,False,True,False,0,Bi-Weekly,False,False,False,False,Cancer,0.0,0.0,False
130,True,51.0,461.0,0,0,0,0,4,194,0,0,21,True,True,True,True,False,0,Bi-Weekly,False,False,False,False,Gemini,60.0,2.0,False
131,False,32.0,413.0,10,0,0,10,1,192,0,0,9,True,False,False,True,False,0,Bi-Weekly,False,False,False,False,Cancer,49.0,1.63,True
132,False,25.0,588.0,2,0,99,2,0,217,0,0,24,True,True,True,True,False,0,Bi-Weekly,False,False,False,False,Sagittarius,49.0,1.63,True
138,False,33.0,581.0,0,0,15,0,0,272,0,0,8,True,True,True,False,True,0,Bi-Weekly,False,False,False,False,Virgo,64.0,2.13,False
140,False,43.0,587.0,11,1,32,10,0,59,0,0,5,True,True,True,True,False,0,Bi-Weekly,False,False,False,False,Taurus,15.0,0.8800000000000002,False
141,True,32.0,532.0,9,1,24,8,0,44,0,0,10,True,True,True,True,False,0,Weekly,False,False,False,False,Libra,11.0,0.79,True
146,True,28.0,535.0,0,0,0,0,0,30,0,0,2,True,True,True,True,False,0,Semi-Monthly,False,True,False,False,Cancer,14.0,0.47,False
147,False,43.0,542.5155998157956,0,0,28,0,0,195,0,0,2,True,True,True,False,True,0,Weekly,False,False,False,False,Libra,54.0,1.8,True
154,False,28.0,542.5155998157956,0,0,0,0,0,205,0,0,27,True,True,True,True,False,0,Bi-Weekly,False,False,False,False,Cancer,68.0,2.27,False
155,False,27.0,542.5155998157956,0,0,81,0,0,163,0,0,6,True,True,True,False,True,0,Monthly,False,False,False,False,Taurus,46.0,1.53,False
160,True,34.0,542.5155998157956,0,0,41,0,0,78,0,0,8,True,True,True,True,False,0,Bi-Weekly,False,False,False,False,Sagittarius,24.0,0.8,True
161,False,27.0,687.0,43,1,71,43,0,156,0,0,8,True,True,True,False,True,2,Bi-Weekly,False,False,False,False,Sagittarius,67.0,2.23,False
168,False,30.0,538.0,0,0,67,0,0,137,0,0,36,True,True,True,False,True,0,Bi-Weekly,False,False,False,False,Gemini,21.0,0.7,False
169,False,51.0,491.0,0,0,0,0,1,177,0,0,5,True,True,True,True,False,0,na,False,False,False,False,Gemini,61.0,2.03,False
170,False,34.0,472.0,55,1,103,55,0,289,0,0,58,True,True,True,False,True,4,Bi-Weekly,False,False,False,False,Aquarius,65.0,2.17,True
184,False,32.0,542.5155998157956,0,0,19,0,0,35,0,0,8,True,False,False,True,False,2,Bi-Weekly,False,False,False,False,Aries,9.0,0.8199999999999998,True
185,True,31.0,605.0,0,0,44,0,0,128,0,0,4,True,False,False,False,True,0,na,False,False,False,False,Cancer,24.0,0.8,False
186,True,33.0,542.5155998157956,1,0,133,1,0,180,0,0,2,True,True,True,False,True,0,Bi-Weekly,False,False,False,False,Cancer,48.0,1.6,False
187,False,44.0,570.0,3,1,60,3,0,102,0,0,19,True,True,True,True,False,0,Bi-Weekly,False,False,False,False,Gemini,34.0,1.13,True
189,True,19.0,554.0,0,0,26,0,0,50,0,0,0,True,False,False,False,True,0,na,False,False,False,False,Taurus,15.0,0.5,False
197,True,40.0,597.0,0,0,0,0,3,230,1,0,34,True,True,True,True,False,0,Bi-Weekly,False,False,False,False,Libra,67.0,2.23,False
200,True,33.0,545.0,20,0,47,20,0,159,0,0,18,True,True,True,False,True,0,na,False,False,False,False,Cancer,33.0,1.1,False
206,False,38.0,638.0,3,0,55,3,0,255,0,0,18,True,True,True,False,True,0,Bi-Weekly,False,True,False,False,Cancer,65.0,2.17,False
209,False,41.0,539.0,0,0,0,0,1,191,0,1,30,True,True,True,False,True,3,Weekly,False,False,False,False,Aquarius,58.0,1.93,False
213,False,24.0,542.5155998157956,0,0,0,0,0,209,0,0,6,True,True,True,False,True,0,na,False,False,False,False,Libra,75.0,2.5,False
216,False,40.0,531.0,0,0,0,0,0,163,0,0,12,True,False,False,True,False,0,Bi-Weekly,False,False,False,False,Pisces,48.0,1.6,False
219,True,40.0,636.0,12,1,82,11,0,254,0,0,24,True,True,True,True,False,0,Bi-Weekly,False,False,False,False,Scorpio,61.0,2.03,False
220,False,24.0,571.0,0,0,0,0,0,162,0,0,9,True,False,False,False,True,0,Weekly,False,False,False,False,Gemini,51.0,1.7,False
221,False,34.0,571.0,7,0,96,7,0,208,0,0,5,True,True,True,False,True,0,Bi-Weekly,False,False,False,False,Aquarius,35.0,1.17,False
231,True,34.0,566.0,0,0,44,0,0,94,0,0,1,True,False,False,True,False,0,Weekly,False,False,False,False,Libra,13.0,0.43,False
233,True,48.0,528.0,38,0,42,37,0,184,0,0,27,True,True,True,False,True,0,Bi-Weekly,False,False,False,False,Gemini,43.0,1.4300000000000002,False
238,False,22.0,542.5155998157956,0,0,2,0,0,1,0,0,0,True,True,True,False,True,2,Monthly,False,False,False,False,Aquarius,2.0,0.07,True
241,False,25.0,587.0,0,0,0,0,0,168,1,0,11,True,False,False,False,True,0,Weekly,False,False,False,False,Cancer,58.0,1.93,False
242,True,22.0,705.0,1,0,30,1,0,64,0,0,8,True,False,False,False,True,0,Bi-Weekly,False,False,False,False,Virgo,26.0,0.87,True
243,True,19.0,464.0,2,0,24,2,0,65,0,0,3,True,False,False,True,False,0,Weekly,False,False,False,False,Libra,19.0,1.46,True
244,True,32.0,499.0,0,0,0,0,0,45,0,0,5,True,True,True,False,True,0,na,False,False,False,False,Virgo,2.0,0.07,False
251,True,46.0,361.0,0,0,3,0,0,5,0,0,0,True,True,True,True,False,0,Weekly,False,False,False,False,Gemini,1.0,0.0,False
252,True,23.0,567.0,0,0,0,0,0,160,0,0,13,True,True,True,True,True,2,Weekly,False,False,False,False,Pisces,50.0,1.67,False
253,True,27.0,597.0,1,0,57,1,0,124,0,0,2,True,False,False,True,False,0,Monthly,False,False,False,False,Scorpio,26.0,0.87,False
259,True,23.0,452.0,0,0,0,0,0,145,1,0,19,True,True,True,False,True,0,Bi-Weekly,False,False,False,False,Sagittarius,51.0,1.7,False
261,True,22.0,542.5155998157956,0,0,0,0,0,70,0,0,8,True,False,False,False,True,0,Bi-Weekly,False,False,False,False,Libra,40.0,1.33,False
262,False,45.0,542.0,0,0,143,0,0,239,0,0,16,True,True,True,True,False,0,Monthly,False,False,False,False,Libra,54.0,1.8,True
266,True,23.0,606.0,0,0,0,0,0,39,0,0,2,True,False,False,False,True,0,Bi-Weekly,False,False,False,False,Gemini,17.0,0.5700000000000001,False
267,False,34.0,582.0,0,0,5,0,0,11,0,0,2,True,True,True,True,False,0,na,False,False,False,False,Leo,3.0,0.0,False
269,True,26.0,511.0,21,0,37,21,0,143,0,0,10,True,True,True,True,False,0,na,False,False,False,False,Leo,25.0,0.83,False
270,True,32.0,550.0,0,0,24,0,0,40,0,0,4,True,True,True,True,False,2,Weekly,False,False,False,False,Gemini,22.0,0.73,True
274,False,23.0,661.0,0,0,0,0,5,157,0,0,11,True,True,True,True,False,2,Bi-Weekly,False,False,False,False,Leo,50.0,1.67,False
282,True,27.0,542.5155998157956,0,0,0,0,0,157,0,0,2,True,True,True,False,True,0,Bi-Weekly,False,False,False,False,Capricorn,67.0,2.23,False
286,False,31.0,527.0,3,0,100,3,0,224,0,0,7,True,False,False,True,False,0,na,False,False,False,False,Scorpio,57.0,1.9,True
287,False,25.0,538.0,1,0,111,1,0,162,0,0,16,True,False,False,False,True,0,Weekly,False,False,False,False,Leo,33.0,1.1,False
294,True,26.0,542.5155998157956,0,0,1,0,0,13,0,0,1,True,False,False,False,True,0,Weekly,False,False,False,False,Aquarius,1.0,0.03,False
295,False,35.0,542.5155998157956,0,0,58,0,0,123,0,0,7,True,True,True,False,True,0,Bi-Weekly,False,False,False,False,Aquarius,35.0,1.17,False
297,True,29.0,532.0,2,2,0,2,0,35,0,0,2,True,True,True,False,True,0,Weekly,False,False,False,False,Aries,12.0,0.4,False
300,False,49.0,459.0,59,0,95,58,0,275,0,0,36,True,True,True,False,True,2,na,False,False,False,False,Virgo,57.0,1.9,False
301,True,21.0,550.0,0,0,0,0,0,231,1,0,9,True,True,True,False,True,0,Bi-Weekly,False,False,False,False,Scorpio,67.0,2.23,False
304,False,40.0,416.0,2,0,74,2,0,147,0,0,12,True,True,True,False,True,0,Bi-Weekly,False,False,False,False,Leo,44.0,1.47,True
307,False,31.0,499.0,0,0,3,0,0,10,0,0,0,True,False,False,True,False,0,na,False,False,False,False,Virgo,3.0,0.1,True
308,False,56.0,542.5155998157956,0,0,0,0,0,0,0,0,0,True,False,False,False,True,0,Bi-Weekly,False,False,False,False,Libra,0.0,0.0,False
311,False,37.0,563.0,7,0,39,7,0,64,0,0,3,True,True,True,False,True,2,Monthly,False,False,False,False,Taurus,24.0,0.8,True
312,True,25.0,547.0,0,0,0,0,0,170,0,0,32,True,True,True,True,False,2,Monthly,False,False,False,False,Gemini,61.0,2.03,False
327,False,33.0,408.0,1,1,25,1,0,57,0,0,4,True,False,False,False,True,0,na,False,False,False,False,Libra,12.0,0.67,False
329,True,38.0,527.0,0,0,0,0,0,164,0,0,7,True,False,False,False,True,0,Weekly,False,False,False,False,Aquarius,63.0,2.1,False
331,True,36.0,446.0,6,0,1,6,0,164,0,0,4,True,False,False,True,False,0,Bi-Weekly,False,False,False,False,Aries,60.0,2.0,False
337,False,30.0,443.0,62,2,42,29,0,102,0,0,62,True,True,True,False,True,0,Bi-Weekly,False,False,False,False,Leo,28.0,0.93,True
341,True,45.0,548.0,0,0,0,0,1,174,0,0,6,True,True,True,True,False,2,na,False,False,False,False,Gemini,63.0,2.1,False
343,True,38.0,529.0,0,0,0,0,2,153,0,0,19,True,True,True,True,False,2,Bi-Weekly,False,False,False,False,Cancer,63.0,2.1,True
345,True,37.0,575.0,0,0,0,0,0,281,0,0,14,True,True,True,True,False,2,na,False,False,False,False,Cancer,69.0,2.3,False
346,True,27.0,615.0,0,0,1,0,0,140,0,0,1,True,False,False,False,True,2,Bi-Weekly,False,False,False,False,Pisces,43.0,1.4300000000000002,False
347,True,32.0,575.0,12,0,63,12,0,104,0,0,7,True,False,False,False,True,2,na,False,False,False,False,Capricorn,24.0,0.8,False
348,True,25.0,592.0,0,0,0,0,1,189,0,0,8,True,True,True,False,True,0,Semi-Monthly,False,False,False,False,Virgo,57.0,1.9,False
352,False,25.0,580.0,0,0,0,0,1,236,4,1,23,True,True,True,True,False,0,Weekly,False,False,False,False,Cancer,68.0,2.27,False
353,True,33.0,542.5155998157956,1,0,15,0,0,17,0,0,2,True,False,False,False,True,0,Bi-Weekly,False,False,False,False,Libra,7.0,0.23,False
354,False,25.0,495.0,4,2,154,4,0,291,0,0,21,True,True,True,False,True,3,Weekly,False,False,True,False,Leo,65.0,2.17,True
356,True,22.0,530.0,0,0,0,0,0,175,0,0,8,True,True,True,False,True,0,Semi-Monthly,False,False,False,False,Aquarius,44.0,1.47,False
358,True,29.0,573.0,0,0,0,0,0,233,1,0,31,True,True,True,True,False,0,Semi-Monthly,False,False,True,False,Libra,57.0,1.9,False
360,True,28.0,566.0,0,0,0,0,0,150,0,0,15,True,True,True,False,True,0,Bi-Weekly,False,False,False,False,Virgo,53.0,1.77,False
361,True,28.0,443.0,3,3,41,3,0,45,0,0,15,True,False,False,False,True,0,Monthly,False,False,False,False,Virgo,16.0,0.53,False
369,True,35.0,552.0,0,0,0,0,0,113,0,0,4,True,True,True,False,True,0,Bi-Weekly,False,False,False,False,Aquarius,55.0,1.83,False
370,False,46.0,577.0,0,0,0,0,3,252,3,0,18,True,True,True,False,True,0,Bi-Weekly,False,False,False,False,Scorpio,69.0,2.3,False
371,False,30.0,542.5155998157956,0,0,0,0,0,191,0,0,5,True,False,False,False,True,3,Bi-Weekly,False,False,False,False,Libra,56.0,1.87,False
372,False,29.0,700.0,0,0,160,0,0,270,0,0,5,True,False,False,False,True,0,Bi-Weekly,False,False,False,False,Gemini,54.0,1.8,False
377,True,37.0,490.0,0,0,0,0,0,81,0,0,4,True,True,True,False,True,0,na,False,False,False,False,Taurus,33.0,3.3,False
382,False,23.0,521.0,1,0,51,1,0,166,0,0,9,True,True,True,False,True,0,na,False,False,False,False,Virgo,37.0,1.23,False
386,False,30.0,621.0,0,0,0,0,0,89,0,0,2,True,True,True,False,True,0,Weekly,False,False,False,False,Cancer,41.0,1.37,False
388,False,22.0,591.0,7,0,73,7,0,179,0,0,13,True,False,False,False,True,0,Monthly,False,False,False,False,Taurus,40.0,1.33,True
392,False,20.0,547.0,0,0,46,0,0,193,0,0,7,True,True,True,False,True,0,Weekly,False,False,False,False,Gemini,53.0,1.77,True
394,False,49.0,542.5155998157956,0,0,111,0,0,146,0,0,16,True,True,True,False,True,0,Weekly,False,False,False,False,Sagittarius,51.0,1.7,True
398,False,43.0,531.0,1,1,9,1,0,18,0,0,2,True,True,True,False,True,0,Weekly,False,False,False,False,Gemini,6.0,0.2,True
399,True,37.0,479.0,0,0,1,0,0,4,0,0,0,True,True,True,True,False,0,Weekly,False,False,False,False,Scorpio,2.0,0.07,False
406,False,43.0,517.0,3,1,30,3,0,40,0,0,1,True,True,True,True,False,0,Monthly,False,False,False,False,Aquarius,17.0,0.5700000000000001,False
407,True,36.0,489.0,0,0,2,0,0,4,0,0,0,True,False,False,True,False,2,Bi-Weekly,False,False,False,False,Pisces,7.0,0.23,False
412,True,43.0,632.0,23,2,29,23,0,102,0,0,15,True,True,True,False,True,0,Bi-Weekly,False,False,False,False,Pisces,2.0,0.07,False
413,False,30.0,570.0,0,0,46,0,0,126,0,0,4,True,True,True,True,False,0,Semi-Monthly,False,False,False,False,Libra,35.0,1.17,False
417,True,24.0,542.5155998157956,5,6,94,5,0,152,0,0,24,True,True,True,True,False,3,na,False,False,False,False,Scorpio,19.0,0.63,True
419,False,36.0,475.0,0,0,46,0,0,77,0,0,5,True,True,True,True,True,3,Bi-Weekly,False,False,False,False,Gemini,25.0,0.83,True
420,False,26.0,465.0,0,0,46,0,0,135,0,0,4,True,True,True,False,True,0,na,False,False,False,False,Libra,30.0,1.0,True
426,False,27.0,570.0,0,0,11,0,0,5,0,0,4,True,True,True,False,True,0,Bi-Weekly,False,False,False,False,Taurus,5.0,0.16999999999999998,False
429,True,39.0,542.5155998157956,0,0,57,0,0,121,0,0,11,True,False,False,True,False,0,na,False,False,False,False,Sagittarius,21.0,0.7,True
432,False,38.0,542.5155998157956,13,0,17,13,0,71,0,0,3,True,False,False,False,True,0,Bi-Weekly,False,False,False,False,Leo,10.0,0.45,False
436,True,19.0,542.5155998157956,2,0,15,2,0,32,0,0,1,True,False,False,False,True,0,Weekly,False,False,False,False,Taurus,11.0,0.37,True
440,True,32.0,422.0,0,0,5,0,0,165,0,0,17,True,True,True,False,True,2,Monthly,False,False,False,False,Pisces,39.0,1.3,False
442,False,30.0,444.0,1,0,55,0,0,91,0,0,8,True,True,True,False,True,0,na,False,False,False,False,Leo,23.0,0.96,False
443,False,51.0,542.5155998157956,0,0,0,0,0,224,0,0,78,True,True,True,True,False,0,na,False,False,False,False,Aries,64.0,2.13,False
445,True,39.0,467.0,0,0,0,0,0,225,0,0,42,True,True,True,False,True,0,Bi-Weekly,False,False,False,False,Aquarius,56.0,1.87,True
448,True,22.0,533.0,2,1,51,2,0,196,0,0,32,True,True,True,False,True,0,na,False,False,False,False,Taurus,47.0,1.5699999999999998,True
451,False,51.0,496.0,0,0,0,0,0,78,0,0,6,True,True,True,True,False,0,na,False,False,False,False,Aries,33.0,1.1,False
456,False,23.0,528.0,0,0,105,0,0,243,0,0,13,True,False,False,True,False,0,na,False,False,False,False,Gemini,58.0,1.93,False
458,True,39.0,522.0,0,0,0,0,2,69,2,0,16,True,True,True,True,False,0,Weekly,False,False,False,False,Cancer,31.0,1.03,True
461,False,30.0,558.0,0,0,108,0,0,205,0,0,3,True,False,False,False,True,0,Bi-Weekly,False,False,False,False,Capricorn,56.0,1.87,False
465,False,32.0,672.0,0,0,30,0,0,268,0,0,15,True,True,True,False,True,0,Monthly,False,False,False,False,Leo,75.0,2.5,False
466,False,28.0,527.0,0,0,0,0,1,149,0,0,6,True,False,False,False,True,0,Bi-Weekly,False,False,False,False,Aquarius,58.0,1.93,False
467,False,24.0,503.0,0,0,108,0,0,266,0,0,16,True,False,False,False,True,0,Weekly,False,False,False,False,Sagittarius,66.0,2.2,True
471,True,39.0,608.0,0,0,0,0,3,240,0,0,23,True,True,True,True,False,3,na,False,False,False,False,Pisces,58.0,1.93,False
472,False,24.0,527.0,3,0,17,3,0,98,0,0,9,True,False,False,False,True,0,Semi-Monthly,False,False,False,False,Sagittarius,37.0,1.23,True
474,False,28.0,524.0,0,0,21,0,0,39,0,0,1,True,False,False,True,False,0,Weekly,False,False,False,False,Leo,14.0,0.47,False
475,True,30.0,511.0,37,4,29,36,0,249,0,0,23,True,True,True,False,True,0,Semi-Monthly,False,True,True,False,Sagittarius,60.0,2.0,True
477,False,36.0,542.5155998157956,0,0,2,0,0,17,0,0,2,True,False,False,False,True,2,na,False,False,False,False,Capricorn,12.0,0.4,False
479,True,36.0,516.0,0,0,0,0,0,215,0,0,9,True,True,True,False,True,3,Bi-Weekly,False,False,False,False,Pisces,63.0,2.1,False
483,False,23.0,540.0,0,0,27,0,0,58,0,0,1,True,True,True,False,True,0,Weekly,False,False,False,False,Aquarius,22.0,0.73,False
486,True,51.0,542.5155998157956,0,0,65,0,0,143,0,0,17,True,True,True,True,False,0,Monthly,False,False,False,False,Taurus,27.0,0.9,True
491,False,35.0,542.5155998157956,0,0,20,0,0,41,0,0,6,True,False,False,True,False,0,na,False,False,False,False,Sagittarius,11.0,0.37,False
495,True,66.0,554.0,2,0,66,2,0,164,0,0,16,True,True,True,True,False,0,Monthly,False,False,False,False,Taurus,43.0,1.4300000000000002,True
498,True,62.0,542.5155998157956,0,0,14,0,0,33,0,0,0,True,False,False,False,True,0,Bi-Weekly,False,False,False,False,Aries,18.0,0.6,False
499,False,49.0,542.5155998157956,0,0,0,0,0,3,0,0,0,True,True,True,True,False,0,Weekly,False,False,False,False,Pisces,0.0,0.0,False
500,True,27.0,542.5155998157956,0,0,21,0,0,40,0,0,1,True,False,False,True,False,0,Weekly,False,False,False,False,Taurus,8.0,0.27,False
503,True,26.0,489.0,1,1,40,1,0,74,0,0,25,True,False,False,True,False,0,na,False,False,False,False,Cancer,10.0,0.33,True
504,True,29.0,516.0,0,0,0,0,0,79,0,0,1,True,True,True,False,True,0,Bi-Weekly,False,False,False,False,Cancer,25.0,0.83,False
505,True,22.0,572.0,0,0,0,0,0,36,0,0,1,True,True,True,False,True,0,Bi-Weekly,False,False,False,False,Aquarius,14.0,0.47,False
507,True,49.0,535.0,1,0,3,1,0,119,0,0,8,True,False,False,True,False,0,Weekly,False,False,False,False,Leo,39.0,1.3,True
508,False,27.0,542.5155998157956,0,0,118,0,0,135,0,0,3,True,True,True,False,True,0,na,False,False,False,False,Gemini,44.0,1.47,False
511,True,25.0,512.0,7,0,2,7,0,97,0,0,24,True,True,True,True,False,2,Weekly,False,False,False,False,Aquarius,23.0,0.77,False
520,False,37.0,583.0,0,0,80,0,0,133,0,0,16,True,False,False,True,False,0,Bi-Weekly,False,False,False,False,Leo,32.0,1.0699999999999998,False
521,False,30.0,572.0,0,0,16,0,0,44,0,0,2,True,True,True,True,False,0,Semi-Monthly,False,False,False,False,Gemini,14.0,0.47,False
524,True,33.0,423.0,1,0,9,0,0,82,0,0,14,True,True,True,False,True,0,na,False,False,True,False,Cancer,33.0,1.1,True
527,False,27.0,502.0,38,5,64,38,0,228,0,0,34,True,True,True,True,False,2,Bi-Weekly,False,False,False,False,Gemini,49.0,1.63,True
528,False,42.0,476.0,10,4,38,10,0,131,0,0,31,True,True,True,True,False,0,Monthly,False,False,False,False,Leo,33.0,1.1,True
529,False,30.0,588.0,0,0,76,0,0,141,0,0,13,True,True,True,True,False,0,Bi-Weekly,False,True,False,False,Leo,53.0,1.77,True
530,True,28.0,521.0,0,0,50,0,0,153,0,0,12,True,False,False,True,False,0,Weekly,False,False,False,False,Libra,34.0,1.13,True
531,True,29.0,499.0,5,6,18,5,0,39,0,0,8,True,True,True,True,False,0,na,False,False,False,False,Aquarius,14.0,0.47,True
532,True,18.0,444.0,0,0,3,0,0,6,0,0,1,True,False,False,False,True,0,Bi-Weekly,False,False,False,False,Sagittarius,4.0,0.13,False
